대여일자,남성,여성,내국인,비회원,1920~1929,1930~1939,1940~1949,1950~1959,1960~1969,1970~1979,1980~1989,1990~1999,2000~2009,2010~2019,대여,기타회원,기온(°C),강수량(mm),풍속(m/s),습도(%),적설(cm),전운량(10분위),지면온도(°C),1시간평균 미세먼지농도(㎍/㎥)
2022-07-01 00:00:00,957.0,278.0,1235.0,0.0,0.0,2.0,1.0,20.0,101.0,153.0,195.0,519.0,244.0,0.0,1235.0,787,21.9,,1.1,99,,10,21.9,8
2022-07-01 01:00:00,868.0,203.0,1071.0,0.0,0.0,2.0,2.0,31.0,122.0,148.0,180.0,434.0,152.0,0.0,1071.0,723,22.3,,1.1,99,,6,21.9,14
2022-07-01 02:00:00,624.0,123.0,747.0,0.0,0.0,0.0,1.0,31.0,107.0,96.0,122.0,274.0,115.0,1.0,747.0,546,22.4,,1.9,99,,10,21.7,15
2022-07-01 03:00:00,347.0,67.0,414.0,0.0,0.0,0.0,1.0,13.0,79.0,69.0,65.0,131.0,56.0,0.0,414.0,306,22.6,,0.1,99,,9,21.7,22
2022-07-01 04:00:00,288.0,70.0,358.0,0.0,0.0,0.0,1.0,23.0,66.0,62.0,61.0,94.0,51.0,0.0,358.0,225,22.9,,0.9,99,,9,22.2,20
2022-07-01 05:00:00,536.0,200.0,736.0,0.0,0.0,1.0,7.0,35.0,122.0,156.0,151.0,204.0,60.0,0.0,736.0,502,22.9,,0.6,99,,9,22.2,16
2022-07-01 06:00:00,1295.0,517.0,1812.0,0.0,0.0,1.0,9.0,73.0,260.0,398.0,432.0,523.0,115.0,0.0,1812.0,1022,23.0,,1.3,99,,9,22.4,18
2022-07-01 07:00:00,3054.0,1447.0,4501.0,0.0,0.0,1.0,4.0,104.0,429.0,903.0,1021.0,1401.0,635.0,1.0,4501.0,2726,23.4,,1.5,99,,9,23.6,24
2022-07-01 08:00:00,4209.0,2851.0,7060.0,0.0,0.0,3.0,25.0,117.0,512.0,1251.0,1892.0,2829.0,428.0,3.0,7060.0,4549,23.9,,1.6,99,,9,25.0,18
2022-07-01 09:00:00,2319.0,1672.0,3991.0,0.0,0.0,1.0,17.0,92.0,349.0,576.0,952.0,1525.0,478.0,0.0,3991.0,2427,25.6,,2.0,95,,5,31.2,20
2022-07-01 10:00:00,1831.0,1369.0,3200.0,0.0,0.0,3.0,19.0,67.0,317.0,512.0,643.0,1031.0,608.0,0.0,3200.0,1996,26.9,,2.7,85,,8,31.6,14
2022-07-01 11:00:00,2069.0,1387.0,3456.0,0.0,0.0,1.0,21.0,64.0,333.0,544.0,734.0,1190.0,567.0,2.0,3456.0,2143,27.6,,2.1,80,,3,34.1,34
2022-07-01 12:00:00,2319.0,1525.0,3844.0,0.0,0.0,1.0,19.0,82.0,352.0,557.0,774.0,1412.0,646.0,0.0,3844.0,2447,28.6,,2.2,74,,7,34.0,19
2022-07-01 13:00:00,2044.0,1373.0,3417.0,0.0,0.0,0.0,13.0,73.0,304.0,502.0,678.0,1308.0,539.0,0.0,3417.0,2262,29.7,,3.1,68,,7,35.5,29
2022-07-01 14:00:00,2006.0,1426.0,3432.0,0.0,0.0,5.0,18.0,91.0,310.0,502.0,636.0,1229.0,637.0,4.0,3432.0,2119,30.2,,3.3,65,,6,35.7,27
2022-07-01 15:00:00,2343.0,1586.0,3929.0,0.0,0.0,2.0,16.0,98.0,350.0,546.0,696.0,1417.0,802.0,0.0,3929.0,2432,30.6,,3.7,66,,3,38.0,24
2022-07-01 16:00:00,3006.0,1933.0,4939.0,0.0,0.0,2.0,13.0,108.0,440.0,753.0,947.0,1758.0,916.0,1.0,4939.0,3183,30.7,,3.5,64,,4,35.9,16
2022-07-01 17:00:00,4561.0,2926.0,7487.0,0.0,1.0,4.0,14.0,118.0,531.0,1250.0,1698.0,2810.0,1060.0,1.0,7487.0,4943,30.8,,3.6,63,,4,34.8,24
2022-07-01 18:00:00,6335.0,4382.0,10717.0,0.0,0.0,2.0,10.0,118.0,747.0,1719.0,2713.0,4318.0,1086.0,3.0,10717.0,6988,30.0,,3.1,65,,2,30.2,23
2022-07-01 19:00:00,4623.0,3324.0,7947.0,0.0,0.0,2.0,17.0,89.0,588.0,1225.0,1725.0,3193.0,1104.0,2.0,7947.0,5142,29.7,,2.4,68,,2,28.0,22
2022-07-01 20:00:00,3737.0,2937.0,6674.0,0.0,0.0,2.0,10.0,72.0,438.0,858.0,1409.0,2798.0,1085.0,1.0,6674.0,4438,28.0,,2.6,77,,0,26.4,19
2022-07-01 21:00:00,3607.0,2579.0,6186.0,0.0,0.0,1.0,6.0,62.0,381.0,757.0,1116.0,2712.0,1149.0,2.0,6186.0,4173,26.9,,2.6,81,,4,25.0,16
2022-07-01 23:00:00,2428.0,1284.0,3712.0,0.0,0.0,1.0,0.0,24.0,184.0,359.0,576.0,1695.0,869.0,0.0,3712.0,2705,25.9,,1.2,86,,7,24.0,8
2022-07-02 00:00:00,2238.0,837.0,3075.0,0.0,0.0,2.0,6.0,20.0,196.0,244.0,511.0,1347.0,748.0,1.0,3075.0,2188,25.4,,1.1,87,,6,23.7,8
2022-07-02 01:00:00,1801.0,574.0,2375.0,0.0,0.0,1.0,2.0,41.0,207.0,253.0,364.0,984.0,522.0,0.0,2375.0,1768,25.1,,0.4,87,,7,23.5,16
2022-07-02 02:00:00,1280.0,339.0,1619.0,0.0,0.0,2.0,8.0,33.0,172.0,162.0,226.0,710.0,305.0,1.0,1619.0,1217,24.9,,0.6,88,,8,23.6,10
2022-07-02 03:00:00,843.0,184.0,1027.0,0.0,0.0,1.0,2.0,24.0,134.0,118.0,140.0,431.0,176.0,1.0,1027.0,737,24.6,,0.6,88,,7,22.9,19
2022-07-02 04:00:00,560.0,161.0,721.0,0.0,0.0,0.0,4.0,26.0,119.0,110.0,91.0,261.0,110.0,0.0,721.0,464,24.3,,1.2,91,,8,22.7,19
2022-07-02 05:00:00,591.0,206.0,797.0,0.0,0.0,0.0,5.0,38.0,144.0,144.0,113.0,261.0,92.0,0.0,797.0,512,24.2,,1.2,92,,8,22.6,21
2022-07-02 06:00:00,729.0,400.0,1129.0,0.0,0.0,0.0,11.0,59.0,198.0,242.0,207.0,309.0,103.0,0.0,1129.0,699,24.0,,1.3,92,,8,23.2,14
2022-07-02 07:00:00,1095.0,674.0,1769.0,0.0,0.0,0.0,10.0,65.0,233.0,327.0,330.0,614.0,189.0,1.0,1769.0,1092,24.6,,1.4,92,,5,23.9,19
2022-07-02 08:00:00,1598.0,1105.0,2703.0,0.0,0.0,0.0,13.0,70.0,312.0,467.0,580.0,1011.0,248.0,1.0,2703.0,1692,26.1,,2.0,87,,2,29.1,27
2022-07-02 09:00:00,1860.0,1427.0,3287.0,0.0,0.0,2.0,11.0,63.0,301.0,546.0,651.0,1307.0,406.0,0.0,3287.0,2045,27.9,,1.2,77,,6,33.1,10
2022-07-02 10:00:00,1888.0,1362.0,3250.0,0.0,0.0,0.0,10.0,73.0,278.0,500.0,708.0,1285.0,396.0,0.0,3250.0,2246,29.2,,1.8,69,,6,36.6,14
2022-07-02 11:00:00,2059.0,1478.0,3537.0,0.0,0.0,0.0,8.0,61.0,265.0,566.0,741.0,1476.0,419.0,1.0,3537.0,2372,30.3,,1.4,66,,6,39.4,32
2022-07-02 12:00:00,2244.0,1532.0,3776.0,0.0,0.0,1.0,3.0,56.0,280.0,480.0,803.0,1617.0,535.0,0.0,3776.0,2391,31.1,,1.9,62,,5,40.6,24
2022-07-02 13:00:00,2301.0,1476.0,3777.0,0.0,0.0,2.0,9.0,57.0,232.0,528.0,755.0,1614.0,580.0,0.0,3777.0,2599,32.1,,1.7,59,,6,39.1,32
2022-07-02 14:00:00,2181.0,1481.0,3662.0,0.0,0.0,1.0,7.0,52.0,224.0,502.0,664.0,1570.0,640.0,2.0,3662.0,2564,32.0,,1.2,55,,6,36.5,34
2022-07-02 15:00:00,2266.0,1487.0,3753.0,0.0,0.0,2.0,7.0,44.0,257.0,524.0,733.0,1526.0,659.0,1.0,3753.0,2422,33.4,,1.6,51,,4,40.8,32
2022-07-02 16:00:00,2650.0,1737.0,4387.0,0.0,0.0,0.0,6.0,73.0,294.0,604.0,845.0,1803.0,759.0,1.0,4387.0,2714,33.7,,2.6,54,,4,39.1,35
2022-07-02 17:00:00,3010.0,1873.0,4883.0,0.0,0.0,5.0,9.0,67.0,312.0,665.0,895.0,2087.0,839.0,3.0,4883.0,3121,33.5,,1.7,57,,3,36.8,56
2022-07-02 18:00:00,3151.0,2109.0,5260.0,0.0,0.0,0.0,12.0,72.0,380.0,702.0,978.0,2162.0,951.0,1.0,5260.0,3386,33.1,,2.9,57,,3,33.5,48
2022-07-02 19:00:00,3151.0,2137.0,5288.0,0.0,0.0,0.0,16.0,55.0,339.0,703.0,1083.0,2157.0,929.0,4.0,5288.0,3365,32.0,,2.4,65,,2,30.1,70
2022-07-02 20:00:00,3236.0,2404.0,5640.0,0.0,0.0,9.0,9.0,87.0,337.0,710.0,1085.0,2359.0,1042.0,1.0,5640.0,3702,30.2,,2.6,70,,0,27.7,55
2022-07-02 21:00:00,3221.0,2268.0,5489.0,0.0,0.0,4.0,5.0,55.0,298.0,581.0,1017.0,2480.0,1049.0,0.0,5489.0,3838,29.2,,2.0,72,,0,26.5,35
2022-07-02 22:00:00,2937.0,1821.0,4758.0,0.0,0.0,2.0,13.0,32.0,219.0,418.0,761.0,2177.0,1135.0,1.0,4758.0,3228,28.3,,1.3,80,,0,25.7,24
2022-07-02 23:00:00,2376.0,1216.0,3592.0,0.0,0.0,2.0,4.0,15.0,161.0,276.0,528.0,1697.0,907.0,0.0,3592.0,2370,27.7,,1.9,81,,0,25.2,28
2022-07-03 00:00:00,2245.0,835.0,3080.0,0.0,0.0,0.0,2.0,35.0,125.0,231.0,478.0,1410.0,795.0,0.0,3080.0,2180,27.1,,1.6,83,,0,24.7,26
2022-07-03 01:00:00,1542.0,562.0,2104.0,0.0,0.0,2.0,4.0,30.0,147.0,175.0,292.0,962.0,488.0,1.0,2104.0,1475,26.5,,1.3,83,,1,24.3,23
2022-07-03 02:00:00,1079.0,308.0,1387.0,0.0,0.0,0.0,1.0,30.0,122.0,133.0,182.0,606.0,311.0,2.0,1387.0,1061,25.8,,1.5,85,,1,23.8,37
2022-07-03 03:00:00,680.0,144.0,824.0,0.0,0.0,0.0,1.0,16.0,91.0,90.0,117.0,309.0,200.0,0.0,824.0,589,25.3,,0.7,87,,1,23.4,39
2022-07-03 04:00:00,500.0,131.0,631.0,0.0,0.0,1.0,4.0,24.0,67.0,77.0,87.0,237.0,133.0,1.0,631.0,420,24.9,,0.4,85,,0,23.1,40
2022-07-03 05:00:00,433.0,183.0,616.0,0.0,0.0,0.0,1.0,40.0,84.0,82.0,78.0,192.0,139.0,0.0,616.0,430,24.7,,0.3,87,,1,22.9,34
2022-07-03 06:00:00,597.0,332.0,929.0,0.0,0.0,0.0,10.0,35.0,166.0,187.0,167.0,263.0,101.0,0.0,929.0,607,24.5,,0.9,85,,3,23.2,35
2022-07-03 07:00:00,826.0,453.0,1279.0,0.0,0.0,0.0,7.0,51.0,188.0,255.0,233.0,406.0,139.0,0.0,1279.0,810,25.0,,0.9,86,,3,24.8,29
2022-07-03 08:00:00,1178.0,684.0,1862.0,0.0,0.0,0.0,2.0,60.0,195.0,347.0,390.0,639.0,227.0,1.0,1862.0,1137,26.7,,1.4,82,,6,29.0,34
2022-07-03 09:00:00,1231.0,891.0,2122.0,0.0,0.0,2.0,8.0,48.0,205.0,358.0,432.0,817.0,252.0,0.0,2122.0,1480,28.3,,0.8,76,,3,33.9,31
2022-07-03 10:00:00,1486.0,890.0,2376.0,0.0,0.0,2.0,7.0,56.0,188.0,393.0,493.0,899.0,337.0,0.0,2376.0,1666,30.3,,1.5,59,,3,37.5,35
2022-07-03 11:00:00,1628.0,1027.0,2655.0,0.0,0.0,1.0,3.0,37.0,160.0,411.0,581.0,1085.0,374.0,1.0,2655.0,1722,31.9,,1.6,54,,4,39.7,37
2022-07-03 12:00:00,1856.0,1095.0,2951.0,0.0,0.0,3.0,6.0,37.0,149.0,389.0,657.0,1252.0,458.0,0.0,2951.0,1938,32.2,,1.4,59,,4,40.1,51
2022-07-03 13:00:00,1854.0,1138.0,2992.0,0.0,0.0,3.0,3.0,29.0,183.0,402.0,571.0,1290.0,511.0,0.0,2992.0,1948,33.2,,2.4,52,,7,44.3,49
2022-07-03 14:00:00,1942.0,1211.0,3153.0,0.0,0.0,2.0,4.0,34.0,180.0,397.0,596.0,1378.0,560.0,2.0,3153.0,1998,33.6,,2.0,51,,5,43.2,42
2022-07-03 15:00:00,2078.0,1261.0,3339.0,0.0,0.0,2.0,8.0,44.0,209.0,430.0,642.0,1412.0,592.0,0.0,3339.0,2273,33.7,,2.9,49,,7,41.9,50
2022-07-03 16:00:00,2472.0,1504.0,3976.0,0.0,0.0,2.0,5.0,60.0,235.0,491.0,731.0,1715.0,733.0,3.0,3976.0,2429,33.7,,3.4,52,,4,42.0,45
2022-07-03 17:00:00,2852.0,1679.0,4531.0,0.0,0.0,6.0,6.0,52.0,316.0,604.0,851.0,1936.0,756.0,4.0,4531.0,2882,33.5,,3.3,52,,3,39.5,46
2022-07-03 18:00:00,3139.0,1957.0,5096.0,0.0,0.0,4.0,7.0,62.0,334.0,672.0,958.0,2200.0,859.0,0.0,5096.0,3235,32.9,,3.5,55,,8,35.7,50
2022-07-03 19:00:00,3195.0,2330.0,5525.0,0.0,1.0,3.0,5.0,78.0,371.0,722.0,1026.0,2428.0,885.0,5.0,5525.0,3518,31.3,,3.2,58,,5,30.7,43
2022-07-03 20:00:00,3370.0,2385.0,5755.0,0.0,0.0,0.0,10.0,55.0,316.0,698.0,1062.0,2610.0,1002.0,2.0,5755.0,3669,30.2,,3.1,60,,8,28.4,32
2022-07-03 21:00:00,3108.0,2069.0,5177.0,0.0,0.0,1.0,6.0,38.0,257.0,513.0,882.0,2403.0,1074.0,2.0,5177.0,3447,29.4,,1.7,65,,6,27.1,15
2022-07-03 22:00:00,2502.0,1412.0,3913.0,1.0,0.0,2.0,4.0,27.0,134.0,336.0,614.0,1827.0,969.0,0.0,3914.0,2717,28.8,,0.5,69,,5,26.6,20
2022-07-03 23:00:00,1884.0,837.0,2721.0,0.0,0.0,2.0,1.0,17.0,114.0,195.0,375.0,1224.0,793.0,0.0,2721.0,1873,28.3,,1.2,71,,2,25.8,18
2022-07-04 00:00:00,1462.0,485.0,1947.0,0.0,0.0,0.0,1.0,17.0,115.0,157.0,238.0,842.0,576.0,0.0,1947.0,1354,27.9,,1.7,73,,5,25.4,19
2022-07-04 01:00:00,841.0,252.0,1093.0,0.0,0.0,0.0,1.0,29.0,75.0,84.0,156.0,438.0,309.0,0.0,1093.0,731,27.8,,1.4,74,,6,25.8,30
2022-07-04 02:00:00,559.0,164.0,723.0,0.0,0.0,0.0,2.0,6.0,63.0,78.0,81.0,298.0,193.0,1.0,723.0,495,27.5,,0.9,74,,7,25.6,26
2022-07-04 03:00:00,397.0,83.0,480.0,0.0,0.0,0.0,1.0,12.0,57.0,65.0,60.0,168.0,117.0,0.0,480.0,296,27.2,,1.1,75,,7,25.2,33
2022-07-04 04:00:00,364.0,104.0,468.0,0.0,0.0,0.0,2.0,18.0,64.0,78.0,68.0,156.0,82.0,0.0,468.0,295,27.0,,0.9,76,,3,24.8,33
2022-07-04 05:00:00,781.0,319.0,1100.0,0.0,0.0,1.0,5.0,46.0,181.0,205.0,227.0,329.0,106.0,0.0,1100.0,704,26.6,,1.1,78,,6,24.5,36
2022-07-04 06:00:00,1711.0,731.0,2442.0,0.0,0.0,0.0,12.0,85.0,285.0,547.0,606.0,715.0,192.0,0.0,2442.0,1457,26.4,,0.8,80,,7,24.8,40
2022-07-04 07:00:00,3851.0,1897.0,5748.0,0.0,0.0,2.0,8.0,118.0,507.0,1056.0,1383.0,1801.0,869.0,2.0,5748.0,3592,26.7,,1.2,82,,7,26.2,39
2022-07-04 08:00:00,4693.0,3191.0,7884.0,0.0,1.0,1.0,18.0,108.0,513.0,1309.0,2077.0,3321.0,530.0,2.0,7884.0,4954,28.1,,1.8,78,,4,30.4,39
2022-07-04 09:00:00,2393.0,1710.0,4103.0,0.0,0.0,2.0,16.0,88.0,315.0,569.0,1003.0,1523.0,587.0,0.0,4103.0,2521,29.5,,1.2,71,,8,33.1,48
2022-07-04 10:00:00,1728.0,1190.0,2918.0,0.0,0.0,1.0,10.0,74.0,263.0,422.0,574.0,1016.0,558.0,0.0,2918.0,1808,30.1,,1.5,70,,8,34.0,54
2022-07-04 11:00:00,1937.0,1245.0,3182.0,0.0,1.0,2.0,16.0,65.0,308.0,487.0,629.0,1115.0,557.0,1.0,3182.0,1978,30.7,,1.6,67,,8,34.1,58
2022-07-04 12:00:00,1937.0,1201.0,3138.0,0.0,0.0,2.0,13.0,70.0,314.0,507.0,592.0,1099.0,540.0,0.0,3138.0,2093,30.7,,1.8,67,,9,31.4,61
2022-07-04 13:00:00,1474.0,1009.0,2483.0,0.0,0.0,3.0,16.0,61.0,243.0,347.0,465.0,894.0,453.0,0.0,2483.0,1600,30.3,0.0,3.1,68,,8,33.1,57
2022-07-04 14:00:00,1443.0,1086.0,2529.0,0.0,0.0,3.0,5.0,64.0,249.0,388.0,446.0,878.0,496.0,0.0,2529.0,1667,30.1,0.0,1.8,71,,9,32.5,26
2022-07-04 15:00:00,1895.0,1294.0,3189.0,0.0,0.0,2.0,18.0,62.0,287.0,438.0,593.0,1126.0,662.0,0.0,3189.0,1988,30.9,0.0,2.3,67,,3,37.3,21
2022-07-04 16:00:00,2476.0,1574.0,4050.0,0.0,0.0,2.0,16.0,86.0,364.0,557.0,752.0,1431.0,839.0,0.0,4050.0,2610,32.3,,2.6,61,,3,40.0,28
2022-07-04 17:00:00,3938.0,2594.0,6532.0,0.0,0.0,5.0,21.0,108.0,540.0,1077.0,1493.0,2409.0,879.0,0.0,6532.0,4302,32.1,,3.0,62,,5,35.2,49
2022-07-04 18:00:00,6381.0,4256.0,10637.0,0.0,0.0,2.0,19.0,105.0,780.0,1746.0,2596.0,4365.0,1022.0,2.0,10637.0,6637,31.4,,1.9,65,,8,32.5,48
2022-07-04 19:00:00,4425.0,3085.0,7510.0,0.0,0.0,4.0,11.0,106.0,540.0,1099.0,1707.0,3178.0,862.0,2.0,7510.0,4699,30.5,,3.1,71,,8,30.1,46
2022-07-04 20:00:00,3739.0,2780.0,6517.0,2.0,0.0,2.0,5.0,71.0,440.0,882.0,1372.0,2878.0,866.0,1.0,6519.0,4140,29.9,,2.6,73,,9,28.4,37
2022-07-04 21:00:00,3600.0,2345.0,5944.0,1.0,0.0,2.0,4.0,54.0,336.0,775.0,1144.0,2663.0,966.0,0.0,5945.0,3845,29.6,,1.6,75,,7,27.5,26
2022-07-04 22:00:00,2892.0,1689.0,4581.0,0.0,0.0,0.0,4.0,47.0,210.0,447.0,778.0,2068.0,1025.0,2.0,4581.0,3014,29.1,,1.1,75,,9,27.1,29
2022-07-04 23:00:00,1983.0,908.0,2891.0,0.0,0.0,0.0,2.0,23.0,152.0,248.0,483.0,1286.0,697.0,0.0,2891.0,1981,28.9,,1.0,74,,7,26.4,19
2022-07-05 00:00:00,1457.0,462.0,1919.0,0.0,0.0,2.0,4.0,35.0,180.0,226.0,273.0,750.0,449.0,0.0,1919.0,1406,28.4,,1.7,74,,6,25.9,18
2022-07-05 01:00:00,1005.0,282.0,1287.0,0.0,0.0,1.0,4.0,28.0,181.0,161.0,190.0,426.0,296.0,0.0,1287.0,881,27.8,,1.4,75,,7,25.6,11
2022-07-05 02:00:00,708.0,166.0,874.0,0.0,0.0,2.0,2.0,21.0,129.0,111.0,147.0,302.0,160.0,0.0,874.0,603,27.4,,2.1,77,,8,25.4,17
2022-07-05 03:00:00,439.0,93.0,532.0,0.0,0.0,1.0,3.0,33.0,89.0,89.0,89.0,131.0,97.0,0.0,532.0,346,27.2,,1.2,78,,8,25.3,19
2022-07-05 04:00:00,361.0,109.0,470.0,0.0,0.0,2.0,2.0,30.0,72.0,83.0,73.0,143.0,65.0,0.0,470.0,304,27.0,,1.0,79,,8,25.2,18
2022-07-05 05:00:00,782.0,336.0,1118.0,0.0,0.0,2.0,5.0,53.0,172.0,232.0,249.0,320.0,85.0,0.0,1118.0,709,26.7,,0.7,79,,10,25.1,21
2022-07-05 06:00:00,1755.0,728.0,2483.0,0.0,0.0,0.0,14.0,88.0,284.0,521.0,621.0,771.0,184.0,0.0,2483.0,1395,26.7,,1.1,81,,9,25.3,24
2022-07-05 07:00:00,3780.0,1944.0,5724.0,0.0,0.0,2.0,11.0,96.0,516.0,1084.0,1345.0,1781.0,886.0,1.0,5724.0,3515,26.8,,1.3,80,,10,25.9,22
2022-07-05 08:00:00,4867.0,3291.0,8158.0,0.0,1.0,3.0,20.0,110.0,549.0,1366.0,2158.0,3395.0,552.0,2.0,8158.0,5238,27.1,,2.2,79,,10,26.6,20
2022-07-05 09:00:00,2404.0,1802.0,4206.0,0.0,0.0,2.0,18.0,92.0,339.0,579.0,953.0,1656.0,565.0,2.0,4206.0,2633,27.9,0.0,0.8,78,,8,30.1,21
2022-07-05 10:00:00,1688.0,1236.0,2924.0,0.0,1.0,1.0,14.0,71.0,249.0,441.0,616.0,924.0,605.0,2.0,2924.0,1812,29.4,0.0,1.1,75,,6,36.1,28
2022-07-05 11:00:00,1995.0,1253.0,3248.0,0.0,0.0,1.0,18.0,62.0,289.0,509.0,673.0,1150.0,542.0,2.0,3248.0,2027,30.4,,1.0,71,,6,36.5,46
2022-07-05 12:00:00,1954.0,1381.0,3335.0,0.0,0.0,1.0,16.0,57.0,282.0,503.0,664.0,1215.0,597.0,0.0,3335.0,2086,31.6,,1.1,67,,9,37.4,57
2022-07-05 13:00:00,1636.0,1050.0,2686.0,0.0,0.0,1.0,14.0,60.0,231.0,418.0,493.0,942.0,527.0,0.0,2686.0,1734,32.0,,1.7,66,,8,40.0,63
2022-07-05 14:00:00,1580.0,1091.0,2671.0,0.0,0.0,4.0,15.0,65.0,234.0,406.0,483.0,905.0,557.0,2.0,2671.0,1746,31.5,0.0,3.3,72,,10,35.7,49
2022-07-05 15:00:00,1878.0,1203.0,3081.0,0.0,0.0,3.0,11.0,89.0,316.0,474.0,497.0,1005.0,685.0,0.0,3081.0,1940,32.4,0.0,3.0,63,,7,42.1,66
2022-07-05 16:00:00,2567.0,1573.0,4140.0,0.0,0.0,2.0,8.0,83.0,375.0,554.0,721.0,1440.0,952.0,2.0,4140.0,2543,32.9,,0.9,62,,8,39.0,40
2022-07-05 17:00:00,3761.0,2152.0,5913.0,0.0,0.0,2.0,16.0,96.0,512.0,900.0,1302.0,2170.0,914.0,0.0,5913.0,3742,31.8,,2.3,69,,9,35.2,96
2022-07-05 18:00:00,5922.0,3850.0,9772.0,0.0,0.0,2.0,15.0,115.0,656.0,1583.0,2451.0,4025.0,923.0,2.0,9772.0,6262,30.8,,3.6,70,,8,33.5,61
2022-07-05 19:00:00,3929.0,2707.0,6636.0,0.0,0.0,2.0,13.0,80.0,494.0,992.0,1519.0,2652.0,882.0,1.0,6636.0,4119,29.7,,2.4,75,,8,30.7,24
2022-07-05 20:00:00,3498.0,2607.0,6105.0,0.0,0.0,4.0,12.0,80.0,380.0,850.0,1261.0,2636.0,878.0,3.0,6105.0,3974,29.4,,2.0,74,,8,28.9,19
2022-07-05 21:00:00,3465.0,2291.0,5756.0,0.0,0.0,2.0,4.0,56.0,320.0,725.0,1129.0,2496.0,1021.0,2.0,5756.0,3758,29.1,,1.0,74,,6,28.0,26
2022-07-05 22:00:00,2937.0,1630.0,4567.0,0.0,1.0,3.0,5.0,38.0,229.0,475.0,737.0,1945.0,1130.0,3.0,4567.0,3073,28.8,,1.3,77,,7,27.1,21
2022-07-05 23:00:00,1935.0,848.0,2783.0,0.0,0.0,1.0,5.0,21.0,150.0,273.0,474.0,1250.0,606.0,1.0,2783.0,1939,28.2,,1.1,79,,7,26.5,31
2022-07-06 00:00:00,1500.0,526.0,2026.0,0.0,0.0,2.0,3.0,35.0,155.0,244.0,297.0,817.0,472.0,1.0,2026.0,1446,27.8,,2.0,79,,5,26.1,24
2022-07-06 01:00:00,1066.0,277.0,1343.0,0.0,0.0,1.0,0.0,36.0,198.0,159.0,190.0,481.0,278.0,0.0,1343.0,954,27.5,,1.9,80,,6,26.2,15
2022-07-06 02:00:00,710.0,166.0,876.0,0.0,0.0,1.0,4.0,17.0,140.0,111.0,126.0,289.0,188.0,0.0,876.0,594,27.3,,1.8,81,,6,25.8,21
2022-07-06 03:00:00,469.0,121.0,590.0,0.0,0.0,0.0,3.0,24.0,104.0,79.0,98.0,174.0,105.0,3.0,590.0,388,26.9,,1.5,82,,2,25.2,24
2022-07-06 04:00:00,374.0,116.0,490.0,0.0,0.0,0.0,2.0,30.0,84.0,97.0,71.0,141.0,65.0,0.0,490.0,301,26.5,,1.0,83,,2,24.9,21
2022-07-06 05:00:00,747.0,313.0,1060.0,0.0,0.0,2.0,6.0,51.0,181.0,227.0,235.0,296.0,62.0,0.0,1060.0,692,26.3,,2.1,84,,3,24.7,21
2022-07-06 06:00:00,1716.0,744.0,2460.0,0.0,0.0,0.0,14.0,87.0,301.0,558.0,621.0,712.0,166.0,0.0,2460.0,1369,26.3,,2.7,86,,6,25.1,15
2022-07-06 07:00:00,3917.0,1998.0,5915.0,0.0,0.0,1.0,12.0,121.0,515.0,1111.0,1371.0,1742.0,1041.0,1.0,5915.0,3646,26.9,,2.6,84,,9,27.3,17
2022-07-06 08:00:00,4874.0,3277.0,8151.0,0.0,0.0,6.0,26.0,95.0,536.0,1406.0,2121.0,3404.0,553.0,3.0,8151.0,5182,27.7,,1.8,82,,9,29.0,20
2022-07-06 09:00:00,2301.0,1748.0,4049.0,0.0,0.0,4.0,9.0,85.0,339.0,615.0,1010.0,1675.0,311.0,1.0,4049.0,2549,28.8,,1.7,79,,8,33.1,30
2022-07-06 10:00:00,1495.0,1198.0,2693.0,0.0,0.0,1.0,11.0,66.0,279.0,380.0,625.0,1010.0,321.0,0.0,2693.0,1684,29.2,,2.2,77,,9,32.6,35
2022-07-06 11:00:00,1907.0,1252.0,3159.0,0.0,0.0,4.0,12.0,56.0,330.0,510.0,740.0,1131.0,371.0,3.0,3159.0,1908,29.9,,1.6,74,,9,34.2,51
2022-07-06 12:00:00,1916.0,1446.0,3362.0,0.0,0.0,1.0,12.0,60.0,316.0,506.0,783.0,1233.0,451.0,0.0,3362.0,2012,30.5,,2.3,71,,9,34.3,47
2022-07-06 13:00:00,1748.0,1204.0,2952.0,0.0,0.0,0.0,12.0,62.0,273.0,453.0,580.0,1151.0,420.0,0.0,2952.0,1990,31.1,,2.2,72,,10,35.1,54
2022-07-06 14:00:00,1663.0,1130.0,2793.0,0.0,0.0,3.0,11.0,77.0,251.0,408.0,512.0,1031.0,498.0,2.0,2793.0,1809,31.7,,1.8,69,,9,37.9,47
2022-07-06 15:00:00,1945.0,1350.0,3295.0,0.0,0.0,1.0,12.0,65.0,336.0,463.0,574.0,1139.0,704.0,1.0,3295.0,2121,32.6,0.0,2.4,64,,9,40.1,37
2022-07-06 16:00:00,2923.0,1779.0,4702.0,0.0,0.0,1.0,15.0,116.0,419.0,664.0,727.0,1448.0,1310.0,1.0,4702.0,2936,32.8,,3.0,63,,8,39.2,50
2022-07-06 17:00:00,4237.0,2676.0,6913.0,0.0,0.0,4.0,24.0,124.0,490.0,1095.0,1536.0,2492.0,1145.0,1.0,6913.0,4398,33.2,,2.1,62,,8,37.9,37
2022-07-06 18:00:00,6293.0,4117.0,10410.0,0.0,1.0,5.0,21.0,108.0,694.0,1613.0,2587.0,4353.0,1024.0,2.0,10410.0,6606,32.9,,2.4,63,,8,34.9,49
