대여일자,남성,여성,내국인,비회원,1920~1929,1930~1939,1940~1949,1950~1959,1960~1969,1970~1979,1980~1989,1990~1999,2000~2009,2010~2019,대여,기타회원,기온(°C),강수량(mm),풍속(m/s),습도(%),적설(cm),전운량(10분위),지면온도(°C),1시간평균 미세먼지농도(㎍/㎥)
2022-07-28 13:00:00,1886.0,1161.0,3047.0,0.0,0.0,1.0,20.0,68.0,229.0,385.0,584.0,1142.0,618.0,0.0,3047.0,1914,32.5,,3.0,54,,2,46.0,43
2022-07-28 14:00:00,1760.0,1098.0,2858.0,0.0,0.0,7.0,14.0,57.0,227.0,363.0,481.0,1083.0,622.0,4.0,2858.0,1787,33.2,,3.1,50,,2,46.3,34
2022-07-28 15:00:00,1928.0,1256.0,3184.0,0.0,0.0,4.0,16.0,92.0,259.0,447.0,522.0,1146.0,690.0,7.0,3184.0,2079,34.2,,2.2,49,,3,46.0,38
2022-07-28 16:00:00,2596.0,1625.0,4221.0,0.0,0.0,3.0,8.0,85.0,357.0,624.0,742.0,1533.0,862.0,3.0,4221.0,2681,34.0,,1.8,52,,6,43.2,47
2022-07-28 17:00:00,4258.0,2727.0,6985.0,0.0,0.0,4.0,20.0,118.0,555.0,1021.0,1497.0,2695.0,1071.0,1.0,6985.0,4293,33.4,,3.0,54,,6,37.9,46
2022-07-28 18:00:00,6286.0,4179.0,10465.0,0.0,0.0,4.0,22.0,112.0,725.0,1530.0,2546.0,4381.0,1143.0,2.0,10465.0,6728,32.7,,2.8,56,,4,35.0,43
2022-07-28 19:00:00,4265.0,3246.0,7511.0,0.0,0.0,3.0,14.0,110.0,537.0,1055.0,1675.0,3133.0,982.0,1.0,7511.0,4908,31.9,,3.5,60,,5,32.4,20
2022-07-28 20:00:00,3820.0,2936.0,6756.0,0.0,0.0,4.0,8.0,79.0,389.0,877.0,1405.0,2932.0,1058.0,2.0,6756.0,4337,31.1,,2.2,61,,2,30.3,16
2022-07-28 21:00:00,3538.0,2503.0,6041.0,0.0,0.0,0.0,8.0,50.0,332.0,679.0,1138.0,2656.0,1176.0,1.0,6041.0,3819,30.5,,1.9,65,,8,29.5,9
2022-07-28 22:00:00,3210.0,1935.0,5145.0,0.0,0.0,2.0,3.0,39.0,235.0,530.0,860.0,2189.0,1286.0,1.0,5145.0,3427,29.9,,2.9,63,,7,29.0,10
2022-07-28 23:00:00,2250.0,983.0,3233.0,0.0,0.0,1.0,4.0,26.0,165.0,330.0,486.0,1486.0,734.0,1.0,3233.0,2148,29.1,,2.2,70,,3,28.2,38
2022-07-29 00:00:00,1736.0,546.0,2282.0,0.0,0.0,3.0,3.0,23.0,179.0,253.0,323.0,941.0,557.0,0.0,2282.0,1485,29.0,,0.8,70,,8,28.1,38
2022-07-29 01:00:00,1266.0,335.0,1601.0,0.0,0.0,5.0,4.0,38.0,212.0,207.0,214.0,555.0,365.0,1.0,1601.0,955,29.0,,2.7,71,,6,27.8,22
2022-07-29 02:00:00,795.0,177.0,972.0,0.0,0.0,0.0,1.0,24.0,161.0,124.0,123.0,338.0,200.0,1.0,972.0,631,28.7,,2.3,72,,2,27.3,14
2022-07-29 03:00:00,526.0,107.0,633.0,0.0,0.0,0.0,6.0,22.0,110.0,78.0,87.0,202.0,128.0,0.0,633.0,387,28.2,,2.0,73,,3,26.7,13
2022-07-29 04:00:00,440.0,117.0,557.0,0.0,0.0,0.0,2.0,36.0,86.0,104.0,93.0,138.0,98.0,0.0,557.0,328,27.9,,1.0,75,,3,26.4,13
2022-07-29 05:00:00,707.0,316.0,1023.0,0.0,1.0,2.0,7.0,60.0,179.0,201.0,207.0,279.0,87.0,0.0,1023.0,617,27.4,,0.9,77,,6,26.0,16
2022-07-29 06:00:00,1534.0,651.0,2185.0,0.0,0.0,1.0,10.0,80.0,280.0,426.0,594.0,651.0,142.0,0.0,2185.0,1259,27.3,,1.8,78,,6,26.2,13
2022-07-29 07:00:00,3054.0,1521.0,4575.0,0.0,0.0,4.0,12.0,104.0,462.0,868.0,1169.0,1615.0,338.0,3.0,4575.0,2786,27.6,,2.3,78,,3,27.3,19
2022-07-29 08:00:00,4251.0,2723.0,6974.0,0.0,1.0,3.0,18.0,88.0,494.0,1060.0,1771.0,3046.0,492.0,0.0,6974.0,4368,28.9,,2.1,75,,1,31.3,14
2022-07-29 09:00:00,2240.0,1525.0,3765.0,0.0,2.0,2.0,19.0,87.0,314.0,545.0,812.0,1545.0,437.0,1.0,3765.0,2309,30.3,,2.3,71,,3,36.0,15
2022-07-29 10:00:00,1499.0,1025.0,2524.0,0.0,0.0,2.0,15.0,71.0,210.0,397.0,483.0,961.0,385.0,0.0,2524.0,1715,31.3,,3.6,65,,5,40.5,29
2022-07-29 11:00:00,1923.0,1225.0,3148.0,0.0,0.0,1.0,11.0,57.0,284.0,498.0,645.0,1195.0,457.0,0.0,3148.0,1877,32.6,,2.6,62,,7,44.2,40
2022-07-29 12:00:00,1942.0,1244.0,3186.0,0.0,0.0,1.0,6.0,50.0,261.0,426.0,645.0,1218.0,578.0,1.0,3186.0,2055,33.2,,2.2,58,,8,43.4,33
2022-07-29 13:00:00,1835.0,1188.0,3023.0,0.0,0.0,1.0,7.0,63.0,252.0,367.0,583.0,1161.0,587.0,1.0,3023.0,1876,33.6,,1.8,56,,8,42.0,34
2022-07-29 14:00:00,1771.0,1157.0,2928.0,0.0,0.0,5.0,11.0,59.0,223.0,377.0,548.0,1098.0,605.0,1.0,2928.0,1861,33.9,,2.7,55,,6,41.9,32
2022-07-29 15:00:00,2023.0,1310.0,3333.0,0.0,0.0,2.0,11.0,65.0,270.0,461.0,569.0,1241.0,714.0,0.0,3333.0,2015,34.1,,0.9,54,,8,39.5,23
2022-07-29 16:00:00,2576.0,1570.0,4146.0,0.0,0.0,3.0,15.0,80.0,343.0,581.0,825.0,1527.0,770.0,1.0,4146.0,2577,33.8,,3.1,59,,8,38.4,33
2022-07-29 17:00:00,4208.0,2463.0,6671.0,0.0,0.0,5.0,13.0,121.0,523.0,991.0,1447.0,2571.0,999.0,0.0,6671.0,4233,33.0,,3.1,63,,8,36.2,35
2022-07-29 18:00:00,5690.0,3700.0,9390.0,0.0,0.0,4.0,11.0,106.0,674.0,1418.0,2266.0,3830.0,1075.0,3.0,9390.0,5969,32.8,,3.2,63,,7,36.1,45
2022-07-29 19:00:00,4026.0,2767.0,6793.0,0.0,0.0,3.0,19.0,81.0,493.0,947.0,1536.0,2770.0,940.0,3.0,6793.0,4351,31.4,,3.5,68,,6,32.3,26
2022-07-29 20:00:00,3329.0,2485.0,5814.0,0.0,0.0,2.0,14.0,73.0,387.0,744.0,1142.0,2464.0,984.0,2.0,5814.0,3735,30.9,,2.4,69,,5,30.4,41
2022-07-29 21:00:00,3234.0,2278.0,5512.0,0.0,0.0,0.0,5.0,45.0,329.0,620.0,1038.0,2384.0,1089.0,0.0,5512.0,3552,30.4,,0.6,71,,2,29.3,18
2022-07-29 22:00:00,3083.0,1978.0,5061.0,0.0,0.0,0.0,2.0,34.0,268.0,509.0,731.0,2155.0,1359.0,2.0,5061.0,3149,29.8,,1.0,73,,5,28.7,17
2022-07-29 23:00:00,2313.0,1073.0,3386.0,0.0,0.0,1.0,0.0,22.0,153.0,308.0,553.0,1517.0,832.0,0.0,3386.0,2269,29.6,,2.3,75,,6,28.2,20
2022-07-30 00:00:00,2015.0,753.0,2768.0,0.0,0.0,1.0,4.0,35.0,174.0,252.0,433.0,1205.0,662.0,2.0,2768.0,1791,29.2,,2.4,77,,3,27.9,29
2022-07-30 01:00:00,1469.0,473.0,1942.0,0.0,0.0,1.0,4.0,26.0,188.0,195.0,283.0,843.0,401.0,0.0,1942.0,1358,29.0,,2.1,78,,6,27.5,26
2022-07-30 02:00:00,985.0,275.0,1260.0,0.0,0.0,2.0,2.0,36.0,144.0,152.0,172.0,533.0,217.0,2.0,1260.0,874,28.5,,2.4,77,,2,26.9,21
2022-07-30 03:00:00,649.0,140.0,789.0,0.0,0.0,1.0,3.0,32.0,121.0,106.0,113.0,252.0,159.0,2.0,789.0,516,28.2,,2.5,76,,0,26.5,15
2022-07-30 04:00:00,489.0,91.0,580.0,0.0,0.0,0.0,1.0,26.0,81.0,88.0,99.0,191.0,94.0,0.0,580.0,389,27.8,,2.6,77,,0,26.1,14
2022-07-30 05:00:00,559.0,231.0,790.0,0.0,0.0,1.0,7.0,49.0,136.0,120.0,127.0,250.0,100.0,0.0,790.0,489,27.5,,2.8,78,,0,25.9,17
2022-07-30 06:00:00,763.0,391.0,1154.0,0.0,0.0,0.0,8.0,68.0,184.0,212.0,204.0,343.0,134.0,1.0,1154.0,674,27.3,,2.9,79,,1,25.7,16
2022-07-30 07:00:00,1000.0,624.0,1624.0,0.0,0.0,1.0,9.0,64.0,223.0,273.0,313.0,546.0,194.0,1.0,1624.0,1010,27.8,,2.7,77,,1,26.7,16
2022-07-30 08:00:00,1421.0,912.0,2333.0,0.0,0.0,2.0,11.0,68.0,260.0,359.0,498.0,866.0,269.0,0.0,2333.0,1515,29.7,,3.0,71,,1,32.5,11
2022-07-30 09:00:00,1600.0,1122.0,2722.0,0.0,0.0,2.0,13.0,48.0,247.0,452.0,541.0,1065.0,353.0,0.0,2722.0,1759,31.3,,2.9,66,,2,37.6,6
2022-07-30 10:00:00,1652.0,1119.0,2771.0,0.0,0.0,1.0,7.0,52.0,223.0,395.0,628.0,1116.0,349.0,0.0,2771.0,1828,32.9,,2.4,59,,4,43.6,22
2022-07-30 11:00:00,1709.0,1059.0,2768.0,0.0,0.0,0.0,6.0,40.0,180.0,381.0,582.0,1201.0,378.0,0.0,2768.0,1815,34.0,,3.0,53,,5,46.6,32
2022-07-30 12:00:00,1819.0,1101.0,2920.0,0.0,0.0,3.0,15.0,44.0,186.0,342.0,589.0,1281.0,459.0,1.0,2920.0,1868,35.0,,2.3,55,,2,50.3,29
2022-07-30 13:00:00,1814.0,1154.0,2968.0,0.0,0.0,0.0,4.0,39.0,178.0,351.0,556.0,1324.0,516.0,0.0,2968.0,1887,35.6,,2.8,51,,4,51.0,35
2022-07-30 14:00:00,1725.0,1040.0,2765.0,0.0,0.0,1.0,7.0,31.0,141.0,341.0,527.0,1238.0,477.0,0.0,2765.0,1911,35.6,,2.7,52,,6,49.1,32
2022-07-30 15:00:00,1876.0,1127.0,3003.0,0.0,0.0,1.0,6.0,33.0,184.0,364.0,586.0,1297.0,527.0,4.0,3003.0,1908,33.8,0.9,3.5,62,,8,36.9,27
2022-07-30 16:00:00,2174.0,1248.0,3422.0,0.0,0.0,0.0,8.0,45.0,215.0,434.0,702.0,1352.0,662.0,4.0,3422.0,2190,33.6,0.1,2.4,59,,9,35.7,46
2022-07-30 18:00:00,2928.0,1839.0,4767.0,0.0,0.0,2.0,10.0,82.0,351.0,591.0,927.0,1949.0,854.0,0.0,4767.0,2989,32.5,,3.1,61,,8,33.2,31
2022-07-30 19:00:00,2479.0,1574.0,4053.0,0.0,0.0,3.0,8.0,72.0,318.0,564.0,801.0,1541.0,745.0,1.0,4053.0,2588,31.3,,2.8,66,,10,31.3,36
2022-07-30 22:00:00,2580.0,1461.0,4041.0,0.0,0.0,3.0,5.0,26.0,200.0,354.0,616.0,1744.0,1092.0,1.0,4041.0,2589,29.9,,2.5,69,,10,28.2,11
2022-07-31 00:00:00,1902.0,725.0,2627.0,0.0,0.0,1.0,3.0,26.0,134.0,197.0,368.0,1215.0,682.0,1.0,2627.0,1795,29.0,,3.0,75,,6,27.4,19
2022-07-31 02:00:00,871.0,261.0,1132.0,0.0,0.0,1.0,3.0,16.0,106.0,106.0,149.0,482.0,268.0,1.0,1132.0,826,28.3,,2.4,76,,4,26.6,10
2022-07-31 03:00:00,669.0,141.0,810.0,0.0,0.0,1.0,0.0,14.0,99.0,100.0,117.0,287.0,192.0,0.0,810.0,533,28.0,,2.3,77,,9,26.6,8
2022-07-31 04:00:00,440.0,110.0,550.0,0.0,0.0,0.0,0.0,15.0,70.0,87.0,75.0,201.0,102.0,0.0,550.0,370,27.8,,2.0,78,,9,26.4,12
2022-07-31 05:00:00,432.0,168.0,600.0,0.0,0.0,1.0,7.0,33.0,87.0,106.0,87.0,195.0,84.0,0.0,600.0,371,27.7,,3.1,77,,9,26.3,6
2022-07-31 06:00:00,508.0,239.0,747.0,0.0,0.0,0.0,11.0,37.0,132.0,153.0,126.0,208.0,80.0,0.0,747.0,480,27.6,,3.1,78,,9,26.3,12
2022-07-31 07:00:00,593.0,275.0,868.0,0.0,0.0,1.0,6.0,34.0,139.0,170.0,153.0,264.0,101.0,0.0,868.0,538,27.8,0.0,2.2,78,,9,26.9,10
2022-07-31 08:00:00,1070.0,587.0,1657.0,0.0,0.0,2.0,3.0,53.0,186.0,276.0,350.0,582.0,203.0,1.0,1657.0,942,28.0,0.0,3.1,78,,9,28.0,12
2022-07-31 09:00:00,887.0,541.0,1428.0,0.0,0.0,1.0,7.0,32.0,166.0,271.0,248.0,507.0,195.0,0.0,1428.0,893,28.6,,2.7,76,,10,29.9,9
2022-07-31 10:00:00,812.0,511.0,1323.0,0.0,0.0,0.0,2.0,24.0,136.0,217.0,281.0,485.0,178.0,0.0,1323.0,815,28.8,0.0,2.0,77,,10,29.6,13
2022-07-31 11:00:00,527.0,243.0,770.0,0.0,0.0,0.0,3.0,25.0,70.0,143.0,137.0,273.0,119.0,0.0,770.0,436,28.6,0.0,2.5,78,,10,30.0,19
2022-07-31 12:00:00,387.0,209.0,596.0,0.0,0.0,1.0,3.0,21.0,60.0,105.0,97.0,223.0,86.0,0.0,596.0,357,28.2,1.3,2.0,83,,10,30.3,25
2022-07-31 13:00:00,126.0,47.0,173.0,0.0,0.0,0.0,1.0,3.0,15.0,47.0,30.0,50.0,27.0,0.0,173.0,95,28.0,0.5,2.0,84,,10,28.9,18
2022-07-31 14:00:00,133.0,45.0,178.0,0.0,0.0,0.0,2.0,2.0,19.0,40.0,30.0,53.0,32.0,0.0,178.0,92,27.4,5.4,2.6,89,,10,28.5,22
2022-07-31 15:00:00,132.0,48.0,180.0,0.0,0.0,0.0,0.0,6.0,17.0,36.0,24.0,54.0,43.0,0.0,180.0,107,27.0,3.0,2.9,91,,10,27.8,20
2022-07-31 16:00:00,462.0,178.0,640.0,0.0,0.0,1.0,4.0,15.0,62.0,109.0,113.0,205.0,129.0,2.0,640.0,356,26.8,1.7,3.3,92,,10,27.9,10
2022-07-31 18:00:00,500.0,206.0,706.0,0.0,0.0,0.0,1.0,17.0,71.0,111.0,139.0,228.0,139.0,0.0,706.0,458,26.8,0.4,2.5,92,,10,27.7,17
2022-07-31 19:00:00,277.0,89.0,366.0,0.0,0.0,0.0,0.0,6.0,38.0,58.0,80.0,105.0,79.0,0.0,366.0,253,26.7,0.3,2.3,92,,10,27.1,11
2022-07-31 20:00:00,101.0,20.0,121.0,0.0,0.0,0.0,0.0,4.0,13.0,20.0,28.0,36.0,20.0,0.0,121.0,60,26.4,2.9,2.8,93,,10,26.4,10
2022-07-31 21:00:00,99.0,27.0,126.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,17.0,46.0,43.0,0.0,126.0,97,26.0,6.4,2.3,94,,10,25.9,13
2022-07-31 22:00:00,76.0,25.0,101.0,0.0,0.0,0.0,0.0,2.0,5.0,19.0,16.0,27.0,32.0,0.0,101.0,68,25.7,14.7,2.3,95,,10,25.4,4
2022-07-31 23:00:00,249.0,75.0,324.0,0.0,0.0,0.0,0.0,3.0,13.0,40.0,54.0,122.0,92.0,0.0,324.0,173,25.5,9.1,2.5,95,,10,25.3,10
2022-08-01 01:00:00,403.0,94.0,497.0,0.0,0.0,0.0,1.0,15.0,45.0,56.0,74.0,182.0,123.0,1.0,497.0,314,25.5,0.1,2.0,95,,10,25.4,6
2022-08-01 02:00:00,258.0,60.0,318.0,0.0,0.0,0.0,0.0,8.0,36.0,34.0,57.0,125.0,58.0,0.0,318.0,176,25.5,0.0,2.1,95,,10,25.5,9
2022-08-01 03:00:00,64.0,11.0,75.0,0.0,0.0,0.0,0.0,2.0,11.0,16.0,16.0,20.0,10.0,0.0,75.0,47,25.6,0.2,1.7,95,,10,25.5,15
2022-08-01 04:00:00,35.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,8.0,4.0,12.0,0.0,36.0,24,25.5,4.6,1.9,95,,10,25.3,18
2022-08-01 05:00:00,54.0,14.0,68.0,0.0,0.0,0.0,0.0,5.0,8.0,12.0,14.0,26.0,3.0,0.0,68.0,37,25.4,5.9,1.3,95,,10,25.1,16
2022-08-01 06:00:00,159.0,38.0,197.0,0.0,0.0,0.0,1.0,13.0,35.0,39.0,41.0,58.0,10.0,0.0,197.0,95,25.4,11.1,2.0,96,,10,25.0,15
2022-08-01 07:00:00,452.0,166.0,618.0,0.0,0.0,0.0,2.0,23.0,69.0,112.0,157.0,209.0,46.0,0.0,618.0,333,25.4,6.7,1.0,96,,10,25.2,9
2022-08-01 08:00:00,1827.0,917.0,2744.0,0.0,0.0,2.0,6.0,35.0,176.0,422.0,694.0,1224.0,182.0,2.0,2744.0,1692,25.7,1.3,1.3,96,,10,26.0,11
2022-08-01 09:00:00,1513.0,897.0,2410.0,0.0,0.0,2.0,8.0,57.0,257.0,354.0,518.0,940.0,272.0,2.0,2410.0,1515,26.2,0.0,1.8,96,,10,27.6,22
2022-08-01 10:00:00,1222.0,832.0,2054.0,0.0,0.0,0.0,12.0,79.0,216.0,287.0,393.0,735.0,331.0,0.0,2054.0,1172,27.4,0.0,1.9,92,,10,31.0,37
2022-08-01 12:00:00,1856.0,1100.0,2954.0,2.0,0.0,4.0,7.0,74.0,272.0,430.0,567.0,1085.0,515.0,0.0,2956.0,1844,29.3,0.0,2.8,84,,5,36.3,17
2022-08-01 13:00:00,1695.0,1111.0,2805.0,1.0,0.0,3.0,8.0,56.0,243.0,378.0,489.0,1053.0,574.0,1.0,2806.0,1874,31.1,,2.4,78,,8,38.5,13
2022-08-01 14:00:00,1721.0,1070.0,2790.0,1.0,0.0,0.0,11.0,63.0,265.0,358.0,469.0,1055.0,569.0,0.0,2791.0,1818,31.9,,2.5,74,,8,38.0,26
2022-08-01 15:00:00,1827.0,1207.0,3034.0,0.0,0.0,2.0,11.0,79.0,298.0,428.0,503.0,1091.0,622.0,0.0,3034.0,2017,32.0,,2.9,71,,9,34.8,33
2022-08-01 16:00:00,2442.0,1501.0,3943.0,0.0,0.0,4.0,16.0,102.0,408.0,542.0,681.0,1418.0,771.0,0.0,3943.0,2480,31.9,,3.6,71,,9,33.6,45
2022-08-01 17:00:00,3874.0,2323.0,6196.0,1.0,0.0,3.0,19.0,111.0,499.0,961.0,1288.0,2363.0,951.0,0.0,6197.0,3927,31.2,0.0,3.7,70,,10,31.3,53
2022-08-01 18:00:00,5561.0,3595.0,9156.0,0.0,0.0,4.0,10.0,103.0,611.0,1390.0,2240.0,3860.0,937.0,0.0,9156.0,5959,31.7,0.0,3.9,68,,8,30.8,13
2022-08-01 19:00:00,4158.0,2797.0,6955.0,0.0,0.0,3.0,9.0,85.0,510.0,1009.0,1508.0,2950.0,876.0,4.0,6955.0,4284,31.2,,3.2,68,,9,29.7,14
2022-08-01 20:00:00,3515.0,2637.0,6152.0,0.0,0.0,2.0,5.0,67.0,393.0,763.0,1252.0,2736.0,934.0,0.0,6152.0,3818,30.2,0.0,3.5,71,,9,28.2,31
2022-08-01 22:00:00,2563.0,1448.0,4011.0,0.0,0.0,0.0,3.0,31.0,193.0,385.0,657.0,1733.0,1007.0,0.0,4011.0,2433,29.4,0.0,2.2,73,,8,27.4,12
2022-08-02 00:00:00,449.0,91.0,540.0,0.0,0.0,0.0,4.0,15.0,49.0,58.0,65.0,196.0,153.0,0.0,540.0,331,28.5,0.1,2.8,78,,10,26.8,19
2022-08-02 01:00:00,210.0,46.0,256.0,0.0,0.0,1.0,0.0,8.0,37.0,42.0,38.0,88.0,42.0,0.0,256.0,172,27.4,0.4,2.1,86,,10,26.6,8
2022-08-02 02:00:00,83.0,8.0,91.0,0.0,0.0,0.0,0.0,3.0,23.0,13.0,11.0,29.0,12.0,0.0,91.0,67,26.9,1.4,2.3,89,,10,26.4,17
2022-08-02 12:00:00,1623.0,1062.0,2685.0,0.0,0.0,4.0,8.0,56.0,258.0,371.0,532.0,998.0,455.0,2.0,2685.0,1626,28.1,0.1,3.8,82,,10,29.9,20
2022-08-02 14:00:00,630.0,363.0,993.0,0.0,0.0,2.0,3.0,41.0,111.0,132.0,191.0,325.0,187.0,1.0,993.0,673,28.4,0.0,4.0,80,,10,28.9,22
2022-08-02 15:00:00,253.0,147.0,400.0,0.0,0.0,1.0,2.0,19.0,49.0,71.0,59.0,124.0,75.0,0.0,400.0,196,27.2,0.7,3.9,89,,10,28.4,27
2022-08-02 16:00:00,607.0,312.0,919.0,0.0,0.0,1.0,4.0,29.0,96.0,152.0,179.0,280.0,177.0,0.0,919.0,538,26.8,2.3,3.8,92,,10,27.6,22
2022-08-02 17:00:00,885.0,501.0,1386.0,0.0,0.0,0.0,3.0,39.0,138.0,224.0,305.0,474.0,201.0,0.0,1386.0,817,27.0,0.5,3.2,92,,10,28.1,15
2022-08-02 20:00:00,1829.0,1108.0,2936.0,1.0,0.0,0.0,3.0,35.0,184.0,420.0,675.0,1219.0,400.0,1.0,2937.0,1788,26.5,0.0,4.0,93,,10,26.4,16
2022-08-02 21:00:00,1224.0,687.0,1911.0,0.0,0.0,2.0,4.0,21.0,146.0,269.0,368.0,791.0,310.0,0.0,1911.0,1203,26.6,0.0,4.0,90,,10,26.2,8
2022-08-02 22:00:00,456.0,179.0,635.0,0.0,0.0,0.0,0.0,15.0,48.0,79.0,98.0,241.0,154.0,0.0,635.0,351,26.1,2.4,3.6,93,,10,26.0,14
2022-08-03 02:00:00,177.0,35.0,212.0,0.0,0.0,1.0,0.0,9.0,45.0,36.0,30.0,57.0,34.0,0.0,212.0,136,25.7,1.7,3.7,97,,10,25.6,12
2022-08-03 03:00:00,107.0,16.0,123.0,0.0,0.0,0.0,0.0,5.0,30.0,31.0,18.0,20.0,18.0,1.0,123.0,85,25.5,1.6,3.4,96,,10,25.4,10
2022-08-03 04:00:00,36.0,4.0,40.0,0.0,0.0,0.0,1.0,1.0,7.0,4.0,6.0,14.0,7.0,0.0,40.0,26,25.5,0.6,3.2,96,,10,25.5,17
2022-08-03 05:00:00,49.0,9.0,58.0,0.0,0.0,0.0,0.0,2.0,10.0,12.0,18.0,12.0,4.0,0.0,58.0,39,25.2,16.5,4.6,97,,10,25.0,14
2022-08-03 06:00:00,95.0,16.0,111.0,0.0,0.0,0.0,0.0,5.0,19.0,24.0,31.0,27.0,4.0,0.0,111.0,62,25.2,7.8,2.6,97,,10,25.0,6
2022-08-03 07:00:00,184.0,44.0,228.0,0.0,0.0,0.0,1.0,14.0,26.0,52.0,55.0,58.0,22.0,0.0,228.0,121,25.4,4.3,2.5,97,,10,25.2,13
2022-08-03 08:00:00,739.0,365.0,1104.0,0.0,0.0,1.0,2.0,13.0,54.0,184.0,284.0,495.0,71.0,0.0,1104.0,639,25.6,7.7,2.5,97,,10,25.5,19
2022-08-03 09:00:00,779.0,476.0,1255.0,0.0,0.0,1.0,9.0,33.0,119.0,177.0,256.0,542.0,117.0,1.0,1255.0,721,25.9,0.6,2.3,97,,10,25.9,25
2022-08-03 10:00:00,870.0,540.0,1410.0,0.0,0.0,0.0,11.0,50.0,143.0,217.0,250.0,515.0,223.0,0.0,1410.0,869,26.2,1.0,2.1,97,,10,26.3,49
2022-08-03 11:00:00,1366.0,842.0,2208.0,0.0,0.0,2.0,5.0,42.0,226.0,357.0,444.0,785.0,347.0,0.0,2208.0,1328,26.7,0.3,2.2,96,,10,28.2,50
2022-08-03 12:00:00,1825.0,1117.0,2942.0,0.0,0.0,2.0,16.0,64.0,273.0,424.0,573.0,1064.0,525.0,0.0,2942.0,1794,27.7,0.0,2.2,92,,10,31.2,29
2022-08-03 14:00:00,1821.0,1161.0,2981.0,1.0,0.0,3.0,17.0,77.0,282.0,388.0,525.0,1106.0,582.0,2.0,2982.0,1860,28.8,,3.3,82,,9,31.1,40
2022-08-03 15:00:00,2011.0,1308.0,3319.0,0.0,0.0,6.0,12.0,74.0,327.0,474.0,590.0,1188.0,648.0,0.0,3319.0,2062,28.9,,2.6,83,,8,31.4,51
2022-08-03 16:00:00,2490.0,1518.0,4007.0,1.0,0.0,1.0,5.0,93.0,365.0,602.0,730.0,1358.0,854.0,0.0,4008.0,2546,30.0,,3.0,78,,8,32.9,16
2022-08-03 17:00:00,3916.0,2363.0,6279.0,0.0,0.0,4.0,17.0,122.0,479.0,950.0,1381.0,2336.0,988.0,1.0,6279.0,3867,29.6,0.0,2.8,80,,8,30.9,37
2022-08-03 18:00:00,5520.0,3657.0,9177.0,0.0,0.0,6.0,19.0,100.0,735.0,1362.0,2221.0,3765.0,968.0,1.0,9177.0,5667,28.8,0.0,2.3,81,,8,29.5,33
2022-08-03 19:00:00,3638.0,2436.0,6074.0,0.0,0.0,2.0,7.0,103.0,503.0,862.0,1342.0,2464.0,788.0,1.0,6074.0,3744,28.3,,2.7,82,,8,28.2,27
2022-08-03 20:00:00,3175.0,2248.0,5423.0,0.0,0.0,1.0,9.0,61.0,363.0,698.0,1098.0,2341.0,851.0,1.0,5423.0,3553,27.8,0.0,2.5,86,,10,27.4,24
2022-08-03 21:00:00,3100.0,2142.0,5242.0,0.0,0.0,2.0,8.0,51.0,316.0,593.0,1013.0,2285.0,974.0,0.0,5242.0,3290,27.5,0.0,2.0,86,,9,26.9,29
2022-08-03 22:00:00,3007.0,1624.0,4631.0,0.0,0.0,3.0,7.0,36.0,221.0,473.0,740.0,1945.0,1204.0,2.0,4631.0,2887,27.5,,1.8,87,,7,26.9,17
2022-08-03 23:00:00,1906.0,813.0,2719.0,0.0,0.0,2.0,2.0,30.0,168.0,240.0,395.0,1183.0,698.0,0.0,2719.0,1841,27.3,0.0,2.0,89,,10,26.9,18
2022-08-04 00:00:00,1632.0,490.0,2122.0,0.0,0.0,7.0,3.0,31.0,161.0,227.0,354.0,834.0,504.0,0.0,2122.0,1386,27.2,0.0,2.2,89,,9,26.7,28
2022-08-04 01:00:00,1010.0,281.0,1291.0,0.0,0.0,4.0,1.0,31.0,152.0,156.0,186.0,448.0,313.0,0.0,1291.0,862,27.1,,1.7,89,,9,26.6,29
2022-08-04 02:00:00,670.0,156.0,826.0,0.0,0.0,0.0,2.0,15.0,127.0,115.0,107.0,268.0,192.0,0.0,826.0,580,26.9,0.0,3.9,90,,9,26.4,21
2022-08-04 03:00:00,500.0,100.0,600.0,0.0,0.0,0.0,4.0,19.0,99.0,99.0,81.0,167.0,130.0,1.0,600.0,360,26.7,,2.7,90,,9,26.2,23
2022-08-04 04:00:00,354.0,116.0,470.0,0.0,0.0,0.0,1.0,19.0,79.0,88.0,81.0,114.0,88.0,0.0,470.0,272,26.5,,2.3,91,,9,26.0,17
2022-08-04 05:00:00,691.0,294.0,985.0,0.0,0.0,2.0,7.0,55.0,151.0,164.0,230.0,281.0,95.0,0.0,985.0,598,26.3,,2.6,91,,7,25.9,18
2022-08-04 06:00:00,1442.0,656.0,2098.0,0.0,0.0,4.0,15.0,87.0,285.0,395.0,521.0,648.0,143.0,0.0,2098.0,1252,26.1,,1.9,92,,9,25.6,15
2022-08-04 07:00:00,3133.0,1485.0,4618.0,0.0,0.0,1.0,12.0,92.0,478.0,852.0,1231.0,1609.0,341.0,0.0,4618.0,2730,26.4,,1.6,91,,8,26.7,17
2022-08-04 08:00:00,4266.0,2742.0,7008.0,0.0,1.0,3.0,16.0,98.0,485.0,1117.0,1801.0,3063.0,422.0,1.0,7008.0,4366,26.9,,1.7,90,,9,27.8,9
